1.0,49.05,1.32,37.14,1.0,49.05
1.0,86.99,1.29,67.39,1.0,86.99
1.0,69.0,1.37,50.4,1.0,69.0
1.0,87.85,1.3,67.69,1.0,87.85
1.0,22.36,1.14,19.55,1.0,22.36
1.0,66.47,1.35,49.38,1.0,66.47
1.0,85.44,1.28,66.79,1.0,85.44
1.0,64.03,1.33,48.32,1.0,64.03
1.0,94.53,1.36,69.34,1.0,94.53
1.0,37.41,1.22,30.75,1.0,37.41
1.0,80.87,1.5,54.03,1.0,80.87
1.0,54.8,1.25,43.73,1.0,54.8
1.0,83.39,1.26,65.93,1.0,83.39
1.0,75.72,1.44,52.7,1.0,75.72
1.0,98.54,1.43,68.96,1.0,98.54
1.0,72.97,1.41,51.83,1.0,72.97
1.0,99.71,1.47,67.92,1.0,99.71
1.0,76.81,1.45,53.02,1.0,76.81
1.0,99.38,1.45,68.37,1.0,99.38
1.0,29.19,1.21,24.22,1.0,29.19
1.0,25.63,1.17,21.86,1.0,25.63
1.0,97.38,1.41,69.31,1.0,97.38
1.0,82.9,1.26,65.72,1.0,82.9
1.0,93.89,1.36,69.26,1.0,93.89
1.0,99.13,1.45,68.6,1.0,99.13
1.0,79.12,1.48,53.63,1.0,79.12
1.0,83.71,1.27,66.07,1.0,83.71
1.0,84.99,1.28,66.61,1.0,84.99
1.0,26.74,1.18,22.62,1.0,26.74
1.0,94.17,1.36,69.3,1.0,94.17
1.0,85.56,1.28,66.84,1.0,85.56
1.0,99.81,1.47,67.7,1.0,99.81
1.0,72.99,1.41,51.84,1.0,72.99
1.0,43.11,1.27,34.07,1.0,43.11
1.0,99.16,1.45,68.57,1.0,99.16
1.0,41.44,1.25,33.14,1.0,41.44
1.0,47.31,1.3,36.28,1.0,47.31
1.0,20.73,1.13,18.34,1.0,20.73
1.0,29.02,1.2,24.11,1.0,29.02
1.0,78.46,1.47,53.46,1.0,78.46
1.0,43.71,1.27,34.4,1.0,43.71
1.0,90.91,1.32,68.64,1.0,90.91
1.0,29.9,1.21,24.67,1.0,29.9
1.0,41.4,1.25,33.12,1.0,41.4
1.0,71.0,1.39,51.14,1.0,71.0
1.0,99.31,1.45,68.44,1.0,99.31
1.0,54.13,1.37,39.44,1.0,54.13
1.0,11.72,1.08,10.86,1.0,11.72
1.0,86.74,1.29,67.29,1.0,86.74
1.0,91.4,1.33,68.77,1.0,91.4
1.0,100.0,1.5,66.81,1.0,100.0
1.0,99.98,1.49,67.04,1.0,99.98
1.0,0.62,1.01,0.62,1.0,0.62
1.0,35.54,1.2,29.58,1.0,35.54
1.0,71.65,1.39,51.38,1.0,71.65
1.0,66.72,1.35,49.48,1.0,66.72
1.0,98.99,1.44,68.7,1.0,98.99
1.0,92.87,1.34,69.09,1.0,92.87
1.0,21.17,1.13,18.66,1.0,21.17
1.0,60.51,1.3,46.68,1.0,60.51
1.0,89.77,1.31,68.32,1.0,89.77
1.0,90.64,1.32,68.57,1.0,90.64
1.0,32.98,1.24,26.55,1.0,32.98
1.0,20.92,1.13,18.48,1.0,20.92
1.0,83.46,1.27,65.96,1.0,83.46
1.0,38.1,1.22,31.17,1.0,38.1
1.0,20.78,1.13,18.37,1.0,20.78
1.0,99.67,1.47,67.99,1.0,99.67
1.0,99.96,1.49,67.14,1.0,99.96
1.0,85.09,1.28,66.65,1.0,85.09
1.0,67.72,1.36,49.89,1.0,67.72
1.0,39.33,1.23,31.91,1.0,39.33
1.0,75.15,1.43,52.53,1.0,75.15
1.0,50.89,1.34,38.01,1.0,50.89
1.0,79.6,1.48,53.74,1.0,79.6
1.0,69.07,1.37,50.42,1.0,69.07
1.0,97.91,1.42,69.19,1.0,97.91
1.0,81.1,1.5,54.08,1.0,81.1
1.0,9.25,1.07,8.64,1.0,9.25
1.0,92.43,1.34,69.01,1.0,92.43
1.0,85.24,1.28,66.71,1.0,85.24
1.0,61.73,1.31,47.27,1.0,61.73
1.0,17.02,1.13,15.11,1.0,17.02
1.0,76.76,1.45,53.0,1.0,76.76
1.0,61.23,1.3,47.03,1.0,61.23
1.0,84.39,1.27,66.36,1.0,84.39
1.0,65.24,1.34,48.86,1.0,65.24
1.0,98.83,1.44,68.8,1.0,98.83
1.0,47.62,1.31,36.44,1.0,47.62
1.0,86.56,1.29,67.23,1.0,86.56
1.0,97.3,1.4,69.32,1.0,97.3
1.0,20.33,1.13,18.04,1.0,20.33
